Customer ID,Job Classification
200003100,Blue Collar
200003101,Blue Collar
200003102,Other
200003103,Blue Collar
300003104,White Collar
300003105,White Collar
300003106,Blue Collar
100003107,White Collar
100003108,White Collar
100003109,White Collar
100003110,White Collar
100003111,Other
100003112,White Collar
100003113,White Collar
100003114,White Collar
100003115,White Collar
100003116,Other
100003117,White Collar
200003118,Blue Collar
200003119,Other
200003120,White Collar
200003121,Other
200003122,Blue Collar
200003123,Blue Collar
200003124,Blue Collar
200003125,Other
200003126,Other
200003127,Blue Collar
200003128,Blue Collar
300003129,White Collar
300003130,White Collar
300003131,White Collar
300003132,Blue Collar
100003133,Blue Collar
100003134,White Collar
100003135,Blue Collar
100003136,White Collar
100003137,White Collar
200003138,Blue Collar
200003139,Blue Collar
200003140,Blue Collar
200003141,Blue Collar
300003142,White Collar
300003143,Blue Collar
300003144,White Collar
100003145,White Collar
100003146,White Collar
100003147,White Collar
100003148,White Collar
100003149,White Collar
100003150,White Collar
100003151,White Collar
200003152,Other
200003153,Blue Collar
200003154,Other
200003155,Other
300003156,White Collar
300003157,White Collar
300003158,Blue Collar
100003159,White Collar
100003160,White Collar
100003161,White Collar
100003162,White Collar
100003163,White Collar
100003164,White Collar
100003165,White Collar
100003166,Other
100003167,Other
100003168,White Collar
100003169,Blue Collar
100003170,White Collar
100003171,White Collar
100003172,Blue Collar
100003173,Blue Collar
100003174,White Collar
100003175,Blue Collar
200003176,Other
200003177,Other
200003178,Other
200003179,Blue Collar
200003180,Other
200003181,Blue Collar
200003182,Other
200003183,Other
200003184,Other
300003185,White Collar
300003186,White Collar
300003187,Other
300003188,Blue Collar
100003189,White Collar
100003190,White Collar
100003191,Other
100003192,White Collar
100003193,Blue Collar
100003194,White Collar
100003195,White Collar
100003196,Other
100003197,White Collar
100003198,Other
100003199,White Collar
300003200,White Collar
300003201,White Collar
100003202,White Collar
100003203,White Collar
100003204,Blue Collar
100003205,White Collar
100003206,White Collar
100003207,White Collar
100003208,White Collar
100003209,Other
100003210,White Collar
100003211,White Collar
100003212,White Collar
100003213,White Collar
200003214,Blue Collar
200003215,Other
100003216,White Collar
100003217,White Collar
100003218,White Collar
100003219,Blue Collar
100003220,White Collar
100003221,White Collar
100003222,Blue Collar
100003223,White Collar
100003224,Other
100003225,White Collar
100003226,White Collar
100003227,White Collar
100003228,White Collar
100003229,White Collar
100003230,Blue Collar
100003231,White Collar
100003232,White Collar
100003233,White Collar
100003234,Blue Collar
100003235,White Collar
100003236,Other
100003237,White Collar
200003238,Other
200003239,White Collar
200003240,Blue Collar
200003241,Blue Collar
200003242,Other
200003243,Blue Collar
200003244,Other
200003245,Other
300003246,White Collar
300003247,White Collar
300003248,Blue Collar
100003249,White Collar
100003250,Blue Collar
100003251,White Collar
100003252,White Collar
100003253,White Collar
100003254,White Collar
300003255,Other
300003256,White Collar
100003257,Blue Collar
100003258,White Collar
100003259,White Collar
200003260,Blue Collar
200003261,Other
300003262,White Collar
300003263,White Collar
300003264,Other
300003265,White Collar
100003266,Other
100003267,White Collar
100003268,White Collar
100003269,White Collar
100003270,Blue Collar
100003271,Blue Collar
100003272,Other
100003273,Blue Collar
100003274,White Collar
200003275,Other
100003276,White Collar
100003277,White Collar
100003278,White Collar
100003279,Other
100003280,White Collar
100003281,White Collar
100003282,White Collar
100003283,White Collar
100003284,White Collar
100003285,Other
100003286,White Collar
100003287,White Collar
100003288,White Collar
200003289,Other
200003290,Other
200003291,Other
200003292,Blue Collar
200003293,Blue Collar
200003294,Blue Collar
200003295,Other
200003296,Blue Collar
200003297,Blue Collar
200003298,Other
300003299,White Collar
100003300,Other
100003301,White Collar
100003302,White Collar
100003303,Blue Collar
100003304,Other
200003305,Other
200003306,Other
100003307,Other
100003308,White Collar
100003309,White Collar
100003310,White Collar
100003311,White Collar
100003312,White Collar
100003313,White Collar
100003314,Other
100003315,White Collar
100003316,Other
100003317,White Collar
200003318,Other
300003319,White Collar
300003320,White Collar
400003321,White Collar
100003322,White Collar
100003323,Other
100003324,Other
100003325,Blue Collar
100003326,Other
100003327,White Collar
100003328,White Collar
100003329,White Collar
100003330,Other
100003331,Other
100003332,White Collar
100003333,Blue Collar
100003334,White Collar
100003335,White Collar
200003336,Other
200003337,Other
200003338,Blue Collar
200003339,Other
200003340,Blue Collar
200003341,Blue Collar
300003342,White Collar
300003343,White Collar
300003344,White Collar
100003345,White Collar
100003346,White Collar
100003347,White Collar
100003348,White Collar
100003349,Blue Collar
100003350,Blue Collar
200003351,White Collar
200003352,Blue Collar
200003353,Blue Collar
200003354,Blue Collar
300003355,White Collar
300003356,White Collar
300003357,Blue Collar
100003358,White Collar
100003359,Blue Collar
100003360,White Collar
100003361,White Collar
100003362,Other
100003363,White Collar
100003364,Blue Collar
100003365,Other
200003366,Other
200003367,Blue Collar
300003368,Blue Collar
300003369,White Collar
400003370,Other
100003371,White Collar
100003372,White Collar
100003373,White Collar
100003374,Blue Collar
100003375,White Collar
100003376,Other
100003377,Other
100003378,Blue Collar
100003379,White Collar
100003380,White Collar
100003381,Other
100003382,White Collar
100003383,White Collar
100003384,Other
100003385,White Collar
100003386,White Collar
100003387,White Collar
100003388,White Collar
100003389,Blue Collar
100003390,Other
100003391,Blue Collar
100003392,White Collar
100003393,White Collar
100003394,Blue Collar
100003395,Other
100003396,White Collar
100003397,White Collar
100003398,White Collar
200003399,Other
200003400,Other
200003401,Other
200003402,Blue Collar
200003403,Blue Collar
200003404,Blue Collar
200003405,Blue Collar
200003406,Blue Collar
200003407,Blue Collar
300003408,White Collar
300003409,Blue Collar
300003410,Blue Collar
300003411,Other
300003412,White Collar
300003413,White Collar
300003414,White Collar
400003415,Other
100003416,White Collar
100003417,White Collar
100003418,Other
100003419,White Collar
100003420,White Collar
100003421,Other
100003422,White Collar
100003423,White Collar
200003424,White Collar
200003425,White Collar
200003426,Other
200003427,Other
200003428,Blue Collar
300003429,White Collar
300003430,Blue Collar
300003431,Blue Collar
300003432,White Collar
300003433,White Collar
100003434,White Collar
100003435,White Collar
100003436,Other
100003437,Other
100003438,White Collar
200003439,Other
200003440,Blue Collar
200003441,Blue Collar
300003442,Other
400003443,Blue Collar
100003444,White Collar
100003445,White Collar
100003446,White Collar
100003447,White Collar
100003448,White Collar
100003449,White Collar
100003450,White Collar
100003451,White Collar
100003452,Blue Collar
100003453,Other
100003454,White Collar
100003455,White Collar
100003456,Blue Collar
100003457,White Collar
100003458,White Collar
200003459,White Collar
200003460,Other
200003461,Other
200003462,White Collar
200003463,Other
200003464,Other
300003465,White Collar
300003466,Other
300003467,White Collar
300003468,Blue Collar
300003469,White Collar
300003470,White Collar
300003471,White Collar
400003472,Blue Collar
100003473,White Collar
100003474,White Collar
100003475,White Collar
200003476,Other
200003477,Other
200003478,Blue Collar
300003479,White Collar
300003480,White Collar
100003481,White Collar
100003482,White Collar
100003483,White Collar
100003484,White Collar
100003485,White Collar
100003486,White Collar
100003487,Other
100003488,Other
100003489,White Collar
100003490,Blue Collar
100003491,Blue Collar
200003492,Other
200003493,White Collar
200003494,Blue Collar
200003495,Other
200003496,Blue Collar
300003497,Blue Collar
100003498,White Collar
100003499,Other
100003500,White Collar
100003501,Other
100003502,White Collar
100003503,White Collar
100003504,White Collar
100003505,White Collar
100003506,White Collar
100003507,White Collar
100003508,Blue Collar
100003509,White Collar
100003510,Other
100003511,White Collar
100003512,Blue Collar
100003513,White Collar
100003514,Other
100003515,Blue Collar
100003516,White Collar
100003517,White Collar
100003518,White Collar
100003519,White Collar
100003520,Blue Collar
200003521,Blue Collar
200003522,White Collar
200003523,Blue Collar
200003524,Other
200003525,Blue Collar
200003526,Other
200003527,Other
200003528,Other
200003529,Other
200003530,Blue Collar
200003531,Blue Collar
200003532,Other
200003533,White Collar
300003534,White Collar
300003535,Blue Collar
300003536,Blue Collar
100003537,Other
100003538,White Collar
100003539,White Collar
200003540,Blue Collar
200003541,Other
200003542,Blue Collar
200003543,Other
200003544,Blue Collar
200003545,White Collar
200003546,Other
200003547,Blue Collar
200003548,Other
300003549,Other
100003550,White Collar
100003551,White Collar
100003552,White Collar
100003553,White Collar
100003554,Other
100003555,Other
100003556,White Collar
100003557,White Collar
100003558,White Collar
200003559,Blue Collar
200003560,Other
200003561,White Collar
200003562,Blue Collar
200003563,Other
200003564,White Collar
200003565,Other
200003566,Other
200003567,White Collar
200003568,Other
300003569,White Collar
100003570,Other
100003571,Other
100003572,White Collar
100003573,Blue Collar
100003574,White Collar
100003575,Blue Collar
100003576,White Collar
100003577,Blue Collar
200003578,Other
200003579,Blue Collar
200003580,Blue Collar
200003581,Blue Collar
200003582,Blue Collar
200003583,Other
100003584,White Collar
100003585,White Collar
100003586,White Collar
100003587,White Collar
100003588,White Collar
100003589,Blue Collar
100003590,Blue Collar
100003591,White Collar
100003592,White Collar
100003593,White Collar
100003594,White Collar
100003595,Blue Collar
100003596,White Collar
100003597,White Collar
100003598,White Collar
100003599,White Collar
100003600,White Collar
100003601,White Collar
100003602,Blue Collar
100003603,White Collar
200003604,Other
200003605,Other
200003606,Other
200003607,Other
200003608,White Collar
200003609,Other
200003610,Blue Collar
200003611,Other
200003612,Blue Collar
100003613,White Collar
100003614,White Collar
100003615,White Collar
100003616,White Collar
200003617,White Collar
200003618,Other
200003619,Other
200003620,Blue Collar
100003621,Blue Collar
100003622,White Collar
200003623,Other
200003624,White Collar
200003625,Blue Collar
200003626,Other
100003627,White Collar
100003628,White Collar
100003629,White Collar
100003630,White Collar
100003631,White Collar
100003632,White Collar
100003633,White Collar
100003634,White Collar
100003635,White Collar
100003636,White Collar
100003637,White Collar
100003638,White Collar
100003639,Other
100003640,Blue Collar
100003641,White Collar
100003642,Other
100003643,White Collar
100003644,White Collar
200003645,Blue Collar
200003646,Other
200003647,Other
200003648,Other
200003649,Other
200003650,Blue Collar
200003651,Blue Collar
200003652,Other
200003653,Blue Collar
300003654,White Collar
300003655,Other
300003656,White Collar
300003657,Other
100003658,White Collar
100003659,Other
100003660,Blue Collar
200003661,Blue Collar
200003662,Other
200003663,Blue Collar
300003664,White Collar
100003665,White Collar
100003666,Other
100003667,White Collar
100003668,White Collar
100003669,White Collar
100003670,White Collar
100003671,Blue Collar
100003672,Other
100003673,White Collar
200003674,Other
200003675,Blue Collar
200003676,Blue Collar
200003677,Blue Collar
300003678,White Collar
300003679,Other
100003680,White Collar
100003681,Other
100003682,White Collar
100003683,White Collar
100003684,Other
100003685,White Collar
100003686,Blue Collar
100003687,White Collar
100003688,Blue Collar
100003689,White Collar
100003690,Blue Collar
200003691,Other
200003692,White Collar
200003693,Blue Collar
200003694,Blue Collar
200003695,Other
200003696,Other
200003697,Blue Collar
200003698,Blue Collar
200003699,Blue Collar
200003700,Blue Collar
200003701,Other
200003702,Other
200003703,Other
300003704,Blue Collar
300003705,White Collar
300003706,Other
300003707,Other
100003708,White Collar
100003709,White Collar
100003710,Other
100003711,White Collar
100003712,White Collar
100003713,White Collar
100003714,White Collar
100003715,White Collar
100003716,Blue Collar
200003717,Other
200003718,Other
200003719,Blue Collar
200003720,Other
200003721,Blue Collar
200003722,Blue Collar
200003723,Blue Collar
300003724,Blue Collar
300003725,White Collar
300003726,White Collar
100003727,White Collar
100003728,Other
100003729,White Collar
100003730,White Collar
100003731,White Collar
100003732,White Collar
100003733,Blue Collar
100003734,White Collar
100003735,White Collar
100003736,White Collar
100003737,White Collar
100003738,White Collar
200003739,Blue Collar
200003740,Blue Collar
200003741,Other
300003742,White Collar
400003743,Other
100003744,White Collar
100003745,White Collar
100003746,White Collar
100003747,Blue Collar
100003748,Other
100003749,Other
100003750,White Collar
100003751,White Collar
100003752,White Collar
100003753,Blue Collar
100003754,White Collar
100003755,White Collar
100003756,White Collar
100003757,White Collar
100003758,White Collar
100003759,Blue Collar
100003760,White Collar
100003761,White Collar
100003762,White Collar
100003763,Other
100003764,Blue Collar
100003765,White Collar
200003766,Other
200003767,Other
200003768,Blue Collar
200003769,Other
200003770,Blue Collar
200003771,Blue Collar
200003772,Blue Collar
200003773,Blue Collar
200003774,Blue Collar
300003775,Blue Collar
300003776,White Collar
300003777,Other
300003778,Other
300003779,White Collar
100003780,Blue Collar
100003781,White Collar
100003782,White Collar
100003783,White Collar
100003784,White Collar
100003785,White Collar
100003786,White Collar
100003787,Blue Collar
100003788,White Collar
100003789,Other
200003790,Other
200003791,Other
200003792,Blue Collar
200003793,Other
200003794,Blue Collar
200003795,Blue Collar
200003796,Other
100003797,White Collar
100003798,White Collar
100003799,White Collar
100003800,Other
200003801,Other
200003802,White Collar
200003803,Other
300003804,White Collar
100003805,Blue Collar
100003806,White Collar
100003807,White Collar
100003808,White Collar
100003809,White Collar
100003810,White Collar
100003811,White Collar
100003812,White Collar
100003813,White Collar
100003814,White Collar
100003815,White Collar
100003816,White Collar
100003817,White Collar
100003818,Other
100003819,White Collar
100003820,White Collar
200003821,Blue Collar
200003822,White Collar
200003823,Other
200003824,Other
200003825,Blue Collar
300003826,White Collar
300003827,White Collar
100003828,Other
100003829,White Collar
100003830,White Collar
100003831,White Collar
100003832,Blue Collar
100003833,White Collar
100003834,Other
100003835,White Collar
100003836,Blue Collar
100003837,White Collar
100003838,White Collar
200003839,Other
200003840,Other
200003841,Blue Collar
200003842,Blue Collar
200003843,Blue Collar
200003844,Other
300003845,White Collar
300003846,Other
400003847,White Collar
400003848,Other
100003849,Blue Collar
100003850,White Collar
100003851,White Collar
100003852,Blue Collar
100003853,Blue Collar
100003854,White Collar
100003855,White Collar
100003856,Blue Collar
200003857,Blue Collar
200003858,Other
200003859,White Collar
200003860,Blue Collar
200003861,Blue Collar
200003862,Blue Collar
200003863,Blue Collar
300003864,Blue Collar
100003865,White Collar
100003866,Blue Collar
100003867,Blue Collar
100003868,Blue Collar
100003869,White Collar
200003870,Other
200003871,Other
300003872,White Collar
100003873,White Collar
100003874,Blue Collar
100003875,White Collar
100003876,Other
100003877,White Collar
100003878,White Collar
100003879,White Collar
100003880,White Collar
100003881,White Collar
100003882,Blue Collar
100003883,White Collar
100003884,White Collar
100003885,White Collar
100003886,Blue Collar
100003887,White Collar
100003888,White Collar
100003889,White Collar
100003890,White Collar
100003891,White Collar
100003892,White Collar
100003893,White Collar
100003894,White Collar
100003895,White Collar
100003896,White Collar
200003897,Blue Collar
200003898,Blue Collar
200003899,Blue Collar
200003900,Other
200003901,Blue Collar
200003902,Other
200003903,Other
200003904,Other
200003905,Blue Collar
200003906,Other
200003907,Other
300003908,White Collar
300003909,White Collar
300003910,Other
300003911,Blue Collar
300003912,White Collar
100003913,Other
100003914,White Collar
100003915,White Collar
100003916,Blue Collar
100003917,White Collar
100003918,White Collar
100003919,Blue Collar
100003920,White Collar
100003921,White Collar
100003922,White Collar
200003923,Blue Collar
200003924,Blue Collar
200003925,Other
200003926,Blue Collar
100003927,White Collar
100003928,White Collar
100003929,White Collar
100003930,White Collar
100003931,Other
100003932,Other
100003933,White Collar
100003934,White Collar
100003935,White Collar
200003936,Blue Collar
200003937,Blue Collar
200003938,White Collar
200003939,Other
200003940,Blue Collar
200003941,Other
100003942,White Collar
100003943,White Collar
100003944,White Collar
100003945,Blue Collar
100003946,Other
100003947,Blue Collar
100003948,Blue Collar
100003949,White Collar
100003950,White Collar
100003951,Other
100003952,Blue Collar
200003953,Other
200003954,Other
200003955,Blue Collar
300003956,Blue Collar
300003957,Blue Collar
100003958,White Collar
100003959,White Collar
100003960,White Collar
100003961,Other
100003962,Blue Collar
100003963,White Collar
100003964,White Collar
100003965,White Collar
100003966,Blue Collar
100003967,Blue Collar
200003968,Other
200003969,Other
200003970,Other
200003971,Blue Collar
200003972,Blue Collar
300003973,Other
100003974,White Collar
100003975,White Collar
100003976,White Collar
100003977,White Collar
100003978,White Collar
200003979,Blue Collar
200003980,Other
200003981,Other
200003982,Other
300003983,Blue Collar
100003984,White Collar
100003985,White Collar
100003986,Blue Collar
100003987,Blue Collar
100003988,White Collar
100003989,White Collar
100003990,White Collar
100003991,White Collar
100003992,White Collar
100003993,White Collar
100003994,White Collar
100003995,White Collar
200003996,Blue Collar
200003997,Blue Collar
200003998,Other
200003999,Other
300004000,White Collar
300004001,White Collar
300004002,White Collar
100004003,White Collar
100004004,Blue Collar
100004005,White Collar
100004006,Other
100004007,Blue Collar
100004008,Blue Collar
200004009,Other
200004010,Other
200004011,Blue Collar
200004012,Other
200004013,Blue Collar
300004014,Blue Collar
